person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default_label,loan_id,rate_was_missing,int_rate_filling,income_band,age_band,person_emp_length_band,loan_to_income_band
37,60000,RENT,0,DEBT CONSOLIDATION,C,3000,12.53,0,0.05,Yes,11,Non Default,29487,0,12.53,3. 50k-75k,4. 35-39,2. Under 1 yrs,1. 0-10%
40,35000,MORTGAGE,6,VENTURE,B,5600,10.65,0,0.16,No,13,Non Default,29488,0,10.65,2. 30k-50k,5. 40-45,5. 6-9 yrs,2. 10-20%
36,62000,RENT,13,EDUCATION,A,3000,8.9,0,0.05,No,12,Non Default,29489,0,8.9,3. 50k-75k,4. 35-39,6. 10+,1. 0-10%
40,64200,RENT,2,EDUCATION,A,3000,7.74,0,0.05,No,13,Non Default,29490,0,7.74,3. 50k-75k,5. 40-45,3. 1-2 yrs,1. 0-10%
37,64680,RENT,10,DEBT CONSOLIDATION,B,3000,12.53,0,0.05,No,14,Non Default,29491,0,12.53,3. 50k-75k,4. 35-39,6. 10+,1. 0-10%
50,65000,RENT,0,VENTURE,B,3000,10.99,0,0.05,No,14,Non Default,29492,0,10.99,3. 50k-75k,6. 45+,2. Under 1 yrs,1. 0-10%
36,35000,MORTGAGE,4,HOME IMPROVEMENT,D,7500,16.29,0,0.21,No,16,Non Default,29493,0,16.29,2. 30k-50k,4. 35-39,4. 3-5yrs,3. 20-30%
37,35000,OWN,,MEDICAL,A,16000,8.9,0,0.46,No,11,Non Default,29494,0,8.9,2. 30k-50k,4. 35-39,1. Unknown,4. 30-40%
38,35000,MORTGAGE,6,VENTURE,A,4800,7.51,0,0.14,No,14,Non Default,29495,0,7.51,2. 30k-50k,4. 35-39,5. 6-9 yrs,2. 10-20%
40,69996,RENT,6,MEDICAL,B,3000,10.75,0,0.04,No,15,Non Default,29496,0,10.75,3. 50k-75k,5. 40-45,5. 6-9 yrs,1. 0-10%
36,29000,MORTGAGE,5,EDUCATION,A,4000,8.49,1,0.14,No,13,Default,29497,0,8.49,1. Under 30,4. 35-39,4. 3-5yrs,2. 10-20%
40,74500,RENT,2,MEDICAL,C,3000,14.27,0,0.04,No,15,Non Default,29498,0,14.27,3. 50k-75k,5. 40-45,3. 1-2 yrs,1. 0-10%
44,79272,RENT,0,HOME IMPROVEMENT,A,3000,5.79,0,0.04,No,11,Non Default,29499,0,5.79,4. 75k-100k,5. 40-45,2. Under 1 yrs,1. 0-10%
41,85000,RENT,5,PERSONAL,C,3000,13.49,0,0.04,No,17,Non Default,29500,0,13.49,4. 75k-100k,5. 40-45,4. 3-5yrs,1. 0-10%
37,88000,RENT,11,PERSONAL,A,3000,7.4,0,0.03,No,15,Non Default,29501,0,7.4,4. 75k-100k,4. 35-39,6. 10+,1. 0-10%
39,94000,RENT,1,EDUCATION,B,3000,10.99,0,0.03,No,16,Non Default,29502,0,10.99,4. 75k-100k,4. 35-39,3. 1-2 yrs,1. 0-10%
39,97000,RENT,15,PERSONAL,B,3000,9.25,0,0.03,No,17,Non Default,29503,0,9.25,4. 75k-100k,4. 35-39,6. 10+,1. 0-10%
38,35000,MORTGAGE,7,DEBT CONSOLIDATION,A,13075,7.29,0,0.37,No,16,Non Default,29504,0,7.29,2. 30k-50k,4. 35-39,5. 6-9 yrs,4. 30-40%
40,35000,MORTGAGE,3,EDUCATION,B,4000,10.37,0,0.11,No,17,Non Default,29505,0,10.37,2. 30k-50k,5. 40-45,4. 3-5yrs,2. 10-20%
41,35000,MORTGAGE,18,DEBT CONSOLIDATION,C,1500,13.06,0,0.04,No,12,Non Default,29506,0,13.06,2. 30k-50k,5. 40-45,6. 10+,1. 0-10%
39,360000,RENT,1,PERSONAL,B,3000,11.48,0,0.01,No,12,Non Default,29507,0,11.48,6. 150k+,4. 35-39,3. 1-2 yrs,1. 0-10%
47,65000,RENT,1,DEBT CONSOLIDATION,C,3100,13.49,0,0.05,Yes,12,Non Default,29508,0,13.49,3. 50k-75k,6. 45+,3. 1-2 yrs,1. 0-10%
36,50000,RENT,4,HOME IMPROVEMENT,C,3125,13.47,0,0.06,Yes,14,Non Default,29509,0,13.47,3. 50k-75k,4. 35-39,4. 3-5yrs,1. 0-10%
36,53000,RENT,5,HOME IMPROVEMENT,C,3150,15.27,0,0.06,No,12,Non Default,29510,0,15.27,3. 50k-75k,4. 35-39,4. 3-5yrs,1. 0-10%
41,35000,MORTGAGE,13,PERSONAL,B,1500,10.38,0,0.04,No,16,Non Default,29511,0,10.38,2. 30k-50k,5. 40-45,6. 10+,1. 0-10%
36,35000,MORTGAGE,2,HOME IMPROVEMENT,A,7500,,0,0.21,No,13,Non Default,29512,1,7.49,2. 30k-50k,4. 35-39,3. 1-2 yrs,3. 20-30%
37,33888,RENT,7,EDUCATION,D,3200,12.86,0,0.09,Yes,16,Non Default,29513,0,12.86,2. 30k-50k,4. 35-39,5. 6-9 yrs,1. 0-10%
41,42000,RENT,1,VENTURE,B,3200,12.18,0,0.08,No,16,Non Default,29514,0,12.18,2. 30k-50k,5. 40-45,3. 1-2 yrs,1. 0-10%
47,35000,OWN,9,PERSONAL,B,2500,,0,0.07,No,12,Non Default,29515,1,10.99,2. 30k-50k,6. 45+,5. 6-9 yrs,1. 0-10%
37,63000,RENT,1,DEBT CONSOLIDATION,C,3200,,0,0.05,No,11,Non Default,29516,1,13.48,3. 50k-75k,4. 35-39,3. 1-2 yrs,1. 0-10%
36,88000,RENT,4,MEDICAL,B,3200,10.99,0,0.04,No,13,Non Default,29517,0,10.99,4. 75k-100k,4. 35-39,4. 3-5yrs,1. 0-10%
45,35000,OTHER,6,PERSONAL,B,4800,,0,0.14,No,12,Non Default,29518,1,10.99,2. 30k-50k,6. 45+,5. 6-9 yrs,2. 10-20%
42,35000,OWN,12,PERSONAL,A,2000,7.37,0,0.06,No,14,Non Default,29519,0,7.37,2. 30k-50k,5. 40-45,6. 10+,1. 0-10%
49,23004,RENT,6,PERSONAL,D,3250,15.21,0,0.14,No,12,Non Default,29520,0,15.21,1. Under 30,6. 45+,5. 6-9 yrs,2. 10-20%
39,28800,RENT,4,PERSONAL,C,3250,14.72,0,0.11,No,16,Non Default,29521,0,14.72,1. Under 30,4. 35-39,4. 3-5yrs,2. 10-20%
43,125000,RENT,4,EDUCATION,A,3250,7.49,0,0.03,No,16,Non Default,29522,0,7.49,5. 100k-150k,5. 40-45,4. 3-5yrs,1. 0-10%
45,35004,MORTGAGE,5,DEBT CONSOLIDATION,C,10000,,0,0.29,Yes,17,Non Default,29523,1,13.48,2. 30k-50k,6. 45+,4. 3-5yrs,3. 20-30%
40,35820,RENT,0,MEDICAL,B,3275,8.88,0,0.09,No,11,Non Default,29524,0,8.88,2. 30k-50k,5. 40-45,2. Under 1 yrs,1. 0-10%
48,35004,MORTGAGE,14,PERSONAL,A,3300,6.39,0,0.09,No,13,Non Default,29525,0,6.39,2. 30k-50k,6. 45+,6. 10+,1. 0-10%
39,40000,RENT,1,MEDICAL,A,3300,,0,0.08,No,13,Non Default,29526,1,7.49,2. 30k-50k,4. 35-39,3. 1-2 yrs,1. 0-10%
38,55000,RENT,9,HOME IMPROVEMENT,D,3325,16.89,0,0.06,No,14,Non Default,29527,0,16.89,3. 50k-75k,4. 35-39,5. 6-9 yrs,1. 0-10%
41,35100,MORTGAGE,3,EDUCATION,A,4650,7.88,0,0.13,No,17,Non Default,29528,0,7.88,2. 30k-50k,5. 40-45,4. 3-5yrs,2. 10-20%
36,35256,MORTGAGE,5,HOME IMPROVEMENT,A,5000,5.99,0,0.14,No,11,Non Default,29529,0,5.99,2. 30k-50k,4. 35-39,4. 3-5yrs,2. 10-20%
43,35300,MORTGAGE,5,MEDICAL,B,10000,10.25,0,0.28,No,13,Non Default,29530,0,10.25,2. 30k-50k,5. 40-45,4. 3-5yrs,3. 20-30%
42,29000,RENT,3,MEDICAL,A,3450,8,0,0.12,No,17,Non Default,29531,0,8,1. Under 30,5. 40-45,4. 3-5yrs,2. 10-20%
36,16107,RENT,1,EDUCATION,B,3500,10.36,1,0.22,No,14,Default,29532,0,10.36,1. Under 30,4. 35-39,3. 1-2 yrs,3. 20-30%
38,20640,RENT,2,MEDICAL,C,3500,12.61,0,0.17,Yes,16,Non Default,29533,0,12.61,1. Under 30,4. 35-39,3. 1-2 yrs,2. 10-20%
42,35010,RENT,4,MEDICAL,C,3500,12.68,0,0.1,Yes,16,Non Default,29534,0,12.68,2. 30k-50k,5. 40-45,4. 3-5yrs,1. 0-10%
39,36000,MORTGAGE,1,PERSONAL,A,7125,7.9,0,0.2,No,12,Non Default,29535,0,7.9,2. 30k-50k,4. 35-39,3. 1-2 yrs,2. 10-20%
44,37000,RENT,0,MEDICAL,C,3500,12.87,0,0.09,Yes,13,Non Default,29536,0,12.87,2. 30k-50k,5. 40-45,2. Under 1 yrs,1. 0-10%
43,36000,MORTGAGE,5,VENTURE,B,5000,9.91,0,0.14,No,17,Non Default,29537,0,9.91,2. 30k-50k,5. 40-45,4. 3-5yrs,2. 10-20%
39,38400,RENT,5,EDUCATION,C,3500,12.99,0,0.09,Yes,15,Non Default,29538,0,12.99,2. 30k-50k,4. 35-39,4. 3-5yrs,1. 0-10%
41,39000,RENT,2,PERSONAL,C,3500,13.11,0,0.09,No,13,Non Default,29539,0,13.11,2. 30k-50k,5. 40-45,3. 1-2 yrs,1. 0-10%
41,36000,MORTGAGE,5,VENTURE,A,2500,7.9,0,0.07,No,12,Non Default,29540,0,7.9,2. 30k-50k,5. 40-45,4. 3-5yrs,1. 0-10%
36,36000,OWN,11,VENTURE,A,15000,7.9,0,0.42,No,12,Non Default,29541,0,7.9,2. 30k-50k,4. 35-39,6. 10+,4. 30-40%
37,36000,MORTGAGE,5,DEBT CONSOLIDATION,A,12000,6.03,0,0.33,No,13,Non Default,29542,0,6.03,2. 30k-50k,4. 35-39,4. 3-5yrs,4. 30-40%
38,43000,RENT,4,DEBT CONSOLIDATION,B,3500,11.83,0,0.08,No,12,Non Default,29543,0,11.83,2. 30k-50k,4. 35-39,4. 3-5yrs,1. 0-10%
48,36000,OWN,24,VENTURE,A,8000,6.99,0,0.22,No,15,Non Default,29544,0,6.99,2. 30k-50k,6. 45+,6. 10+,3. 20-30%
37,44000,RENT,12,VENTURE,C,3500,13.61,0,0.08,No,15,Non Default,29545,0,13.61,2. 30k-50k,4. 35-39,6. 10+,1. 0-10%
37,36000,MORTGAGE,7,EDUCATION,A,9000,7.49,0,0.25,No,17,Non Default,29546,0,7.49,2. 30k-50k,4. 35-39,5. 6-9 yrs,3. 20-30%
36,53000,RENT,1,EDUCATION,A,3500,9.32,0,0.07,No,17,Non Default,29547,0,9.32,3. 50k-75k,4. 35-39,3. 1-2 yrs,1. 0-10%
38,36000,MORTGAGE,3,DEBT CONSOLIDATION,C,6000,13.99,0,0.17,No,16,Non Default,29548,0,13.99,2. 30k-50k,4. 35-39,4. 3-5yrs,2. 10-20%
44,30000,MORTGAGE,7,DEBT CONSOLIDATION,D,4500,15.62,1,0.15,No,15,Default,29549,0,15.62,2. 30k-50k,5. 40-45,5. 6-9 yrs,2. 10-20%
44,36000,MORTGAGE,1,HOME IMPROVEMENT,C,12000,13.99,0,0.33,No,12,Non Default,29550,0,13.99,2. 30k-50k,5. 40-45,3. 1-2 yrs,4. 30-40%
40,10200,RENT,,HOME IMPROVEMENT,B,3550,11.49,1,0.35,No,15,Default,29551,0,11.49,1. Under 30,5. 40-45,1. Unknown,4. 30-40%
39,30500,RENT,3,PERSONAL,A,3600,7.68,0,0.12,No,13,Non Default,29552,0,7.68,2. 30k-50k,4. 35-39,4. 3-5yrs,2. 10-20%
37,35496,RENT,5,VENTURE,B,3600,10.37,0,0.1,No,12,Non Default,29553,0,10.37,2. 30k-50k,4. 35-39,4. 3-5yrs,1. 0-10%
38,36000,MORTGAGE,14,VENTURE,B,18000,10.38,0,0.5,No,13,Non Default,29554,0,10.38,2. 30k-50k,4. 35-39,6. 10+,4. 30-40%
44,36000,MORTGAGE,6,EDUCATION,A,1000,7.51,0,0.03,No,14,Non Default,29555,0,7.51,2. 30k-50k,5. 40-45,5. 6-9 yrs,1. 0-10%
36,37200,RENT,5,EDUCATION,C,11000,12.73,0,0.3,No,12,Non Default,29556,0,12.73,2. 30k-50k,4. 35-39,4. 3-5yrs,3. 20-30%
40,38000,RENT,16,VENTURE,B,11000,10.37,0,0.29,No,11,Non Default,29557,0,10.37,2. 30k-50k,5. 40-45,6. 10+,3. 20-30%
37,36000,MORTGAGE,21,VENTURE,A,8000,7.88,0,0.22,No,15,Non Default,29558,0,7.88,2. 30k-50k,4. 35-39,6. 10+,3. 20-30%
41,48000,RENT,0,MEDICAL,A,11000,7.66,0,0.23,No,15,Non Default,29559,0,7.66,2. 30k-50k,5. 40-45,2. Under 1 yrs,3. 20-30%
44,36000,MORTGAGE,0,VENTURE,B,1000,11.48,0,0.03,No,15,Non Default,29560,0,11.48,2. 30k-50k,5. 40-45,2. Under 1 yrs,1. 0-10%
39,42000,RENT,0,PERSONAL,D,11000,13.55,1,0.26,No,12,Default,29561,0,13.55,2. 30k-50k,4. 35-39,2. Under 1 yrs,3. 20-30%
36,36000,MORTGAGE,0,VENTURE,A,12000,9.63,0,0.33,No,15,Non Default,29562,0,9.63,2. 30k-50k,4. 35-39,2. Under 1 yrs,4. 30-40%
46,60000,RENT,12,DEBT CONSOLIDATION,B,11000,9.91,0,0.18,No,13,Non Default,29563,0,9.91,3. 50k-75k,6. 45+,6. 10+,2. 10-20%
44,62000,RENT,11,DEBT CONSOLIDATION,A,11000,8.07,0,0.18,No,16,Non Default,29564,0,8.07,3. 50k-75k,5. 40-45,6. 10+,2. 10-20%
37,63000,RENT,2,DEBT CONSOLIDATION,B,11000,,0,0.17,No,16,Non Default,29565,1,10.99,3. 50k-75k,4. 35-39,3. 1-2 yrs,2. 10-20%
44,61000,RENT,2,DEBT CONSOLIDATION,D,11000,16.02,1,0.18,Yes,15,Default,29566,0,16.02,3. 50k-75k,5. 40-45,3. 1-2 yrs,2. 10-20%
43,70000,RENT,23,VENTURE,A,11000,7.29,0,0.16,No,16,Non Default,29567,0,7.29,3. 50k-75k,5. 40-45,6. 10+,2. 10-20%
38,36156,MORTGAGE,1,HOME IMPROVEMENT,B,8500,12.21,0,0.24,No,16,Non Default,29568,0,12.21,2. 30k-50k,4. 35-39,3. 1-2 yrs,3. 20-30%
38,108000,RENT,6,HOME IMPROVEMENT,C,11000,13.49,0,0.1,No,12,Non Default,29569,0,13.49,5. 100k-150k,4. 35-39,5. 6-9 yrs,1. 0-10%
40,96050,RENT,3,MEDICAL,D,11000,16.77,1,0.1,No,16,Default,29570,0,16.77,4. 75k-100k,5. 40-45,4. 3-5yrs,1. 0-10%
37,47908,RENT,3,VENTURE,A,10950,5.99,0,0.23,No,13,Non Default,29571,0,5.99,2. 30k-50k,4. 35-39,4. 3-5yrs,3. 20-30%
36,55000,RENT,6,HOME IMPROVEMENT,B,10900,12.42,0,0.2,No,13,Non Default,29572,0,12.42,3. 50k-75k,4. 35-39,5. 6-9 yrs,2. 10-20%
44,124800,RENT,1,PERSONAL,A,10875,7.14,0,0.09,No,14,Non Default,29573,0,7.14,5. 100k-150k,5. 40-45,3. 1-2 yrs,1. 0-10%
39,38400,RENT,5,VENTURE,B,10850,10.99,0,0.28,No,14,Non Default,29574,0,10.99,2. 30k-50k,4. 35-39,4. 3-5yrs,3. 20-30%
44,35000,RENT,4,DEBT CONSOLIDATION,B,10825,10.65,1,0.31,No,12,Default,29575,0,10.65,2. 30k-50k,5. 40-45,4. 3-5yrs,4. 30-40%
37,30000,RENT,0,EDUCATION,B,10800,12.21,1,0.36,No,14,Default,29576,0,12.21,2. 30k-50k,4. 35-39,2. Under 1 yrs,4. 30-40%
36,33000,RENT,2,HOME IMPROVEMENT,D,10800,14.96,1,0.33,Yes,15,Default,29577,0,14.96,2. 30k-50k,4. 35-39,3. 1-2 yrs,4. 30-40%
47,56004,RENT,2,VENTURE,B,10800,10.36,0,0.19,No,11,Non Default,29578,0,10.36,3. 50k-75k,6. 45+,3. 1-2 yrs,2. 10-20%
41,60000,RENT,4,PERSONAL,B,10800,10.74,0,0.18,No,11,Non Default,29579,0,10.74,3. 50k-75k,5. 40-45,4. 3-5yrs,2. 10-20%
41,69350,RENT,5,EDUCATION,A,10800,5.42,0,0.16,No,13,Non Default,29580,0,5.42,3. 50k-75k,5. 40-45,4. 3-5yrs,2. 10-20%
38,70000,RENT,3,DEBT CONSOLIDATION,B,10800,12.21,0,0.15,No,16,Non Default,29581,0,12.21,3. 50k-75k,4. 35-39,4. 3-5yrs,2. 10-20%
37,77000,RENT,6,MEDICAL,A,10800,7.14,0,0.14,No,17,Non Default,29582,0,7.14,4. 75k-100k,4. 35-39,5. 6-9 yrs,2. 10-20%
39,119000,RENT,2,EDUCATION,A,10800,7.49,0,0.09,No,13,Non Default,29583,0,7.49,5. 100k-150k,4. 35-39,3. 1-2 yrs,1. 0-10%
37,41000,RENT,3,PERSONAL,D,10750,15.37,0,0.26,No,14,Non Default,29584,0,15.37,2. 30k-50k,4. 35-39,4. 3-5yrs,3. 20-30%
37,37000,MORTGAGE,7,EDUCATION,B,4000,10.59,0,0.11,No,12,Non Default,29585,0,10.59,2. 30k-50k,4. 35-39,5. 6-9 yrs,2. 10-20%
41,37000,MORTGAGE,3,EDUCATION,C,6000,12.99,0,0.16,No,11,Non Default,29586,0,12.99,2. 30k-50k,5. 40-45,4. 3-5yrs,2. 10-20%
40,30000,RENT,2,VENTURE,B,10625,,1,0.35,No,17,Default,29587,1,10.99,2. 30k-50k,5. 40-45,3. 1-2 yrs,4. 30-40%
40,117000,RENT,4,HOME IMPROVEMENT,B,10625,11.14,0,0.09,No,13,Non Default,29588,0,11.14,5. 100k-150k,5. 40-45,4. 3-5yrs,1. 0-10%
40,29000,RENT,3,PERSONAL,A,10500,7.51,1,0.36,No,16,Default,29589,0,7.51,1. Under 30,5. 40-45,4. 3-5yrs,4. 30-40%
36,37000,MORTGAGE,3,PERSONAL,A,7000,6.91,0,0.19,No,13,Non Default,29590,0,6.91,2. 30k-50k,4. 35-39,4. 3-5yrs,2. 10-20%
38,51504,RENT,3,VENTURE,C,10500,12.53,0,0.2,No,17,Non Default,29591,0,12.53,3. 50k-75k,4. 35-39,4. 3-5yrs,2. 10-20%
47,37000,MORTGAGE,6,PERSONAL,A,7400,8,0,0.2,No,13,Non Default,29592,0,8,2. 30k-50k,6. 45+,5. 6-9 yrs,2. 10-20%
43,36000,RENT,4,PERSONAL,A,10400,7.66,0,0.29,No,14,Non Default,29593,0,7.66,2. 30k-50k,5. 40-45,4. 3-5yrs,3. 20-30%
43,90000,RENT,5,DEBT CONSOLIDATION,B,10400,11.49,0,0.12,No,14,Non Default,29594,0,11.49,4. 75k-100k,5. 40-45,4. 3-5yrs,2. 10-20%
37,42500,RENT,1,MEDICAL,A,3600,7.88,0,0.08,No,12,Non Default,29595,0,7.88,2. 30k-50k,4. 35-39,3. 1-2 yrs,1. 0-10%
36,37400,MORTGAGE,2,PERSONAL,B,6250,6,0,0.17,No,14,Non Default,29596,0,6,2. 30k-50k,4. 35-39,3. 1-2 yrs,2. 10-20%
40,37440,MORTGAGE,3,PERSONAL,B,10000,11.14,0,0.27,No,11,Non Default,29597,0,11.14,2. 30k-50k,5. 40-45,4. 3-5yrs,3. 20-30%
46,54250,RENT,3,PERSONAL,B,3600,10,0,0.07,No,14,Non Default,29598,0,10,3. 50k-75k,6. 45+,4. 3-5yrs,1. 0-10%
45,37500,MORTGAGE,1,DEBT CONSOLIDATION,B,5000,11.49,0,0.13,No,16,Non Default,29599,0,11.49,2. 30k-50k,6. 45+,3. 1-2 yrs,2. 10-20%
39,60000,RENT,1,PERSONAL,A,3600,5.99,0,0.06,No,11,Non Default,29600,0,5.99,3. 50k-75k,4. 35-39,3. 1-2 yrs,1. 0-10%
38,37500,OTHER,0,EDUCATION,C,12000,13.47,1,0.32,Yes,16,Default,29601,0,13.47,2. 30k-50k,4. 35-39,2. Under 1 yrs,4. 30-40%
36,37500,MORTGAGE,6,VENTURE,A,10000,9.32,0,0.27,No,12,Non Default,29602,0,9.32,2. 30k-50k,4. 35-39,5. 6-9 yrs,3. 20-30%
37,68480,RENT,2,HOME IMPROVEMENT,C,3600,15.23,0,0.05,Yes,15,Non Default,29603,0,15.23,3. 50k-75k,4. 35-39,3. 1-2 yrs,1. 0-10%
36,74000,RENT,10,EDUCATION,D,3600,15.62,1,0.05,Yes,12,Default,29604,0,15.62,3. 50k-75k,4. 35-39,6. 10+,1. 0-10%
41,31000,RENT,5,MEDICAL,E,3700,16.32,1,0.12,No,17,Default,29605,0,16.32,2. 30k-50k,5. 40-45,4. 3-5yrs,2. 10-20%
42,38000,MORTGAGE,9,MEDICAL,A,6500,,0,0.17,No,14,Non Default,29606,1,7.49,2. 30k-50k,5. 40-45,5. 6-9 yrs,2. 10-20%
46,140000,RENT,12,VENTURE,B,3725,,0,0.03,No,17,Non Default,29607,1,10.99,5. 100k-150k,6. 45+,6. 10+,1. 0-10%
37,21600,RENT,4,DEBT CONSOLIDATION,D,3800,,1,0.18,Yes,13,Default,29608,1,15.31,1. Under 30,4. 35-39,4. 3-5yrs,2. 10-20%
50,36996,RENT,6,DEBT CONSOLIDATION,C,3800,12.53,0,0.1,No,15,Non Default,29609,0,12.53,2. 30k-50k,6. 45+,5. 6-9 yrs,1. 0-10%
39,60000,RENT,3,HOME IMPROVEMENT,B,3800,10.37,0,0.06,No,14,Non Default,29610,0,10.37,3. 50k-75k,4. 35-39,4. 3-5yrs,1. 0-10%
36,54000,RENT,14,PERSONAL,C,3800,,1,0.07,No,15,Default,29611,1,13.48,3. 50k-75k,4. 35-39,6. 10+,1. 0-10%
42,32000,MORTGAGE,0,PERSONAL,B,10000,10.59,1,0.31,No,12,Default,29612,0,10.59,2. 30k-50k,5. 40-45,2. Under 1 yrs,4. 30-40%
36,85000,RENT,3,MEDICAL,A,3825,5.42,0,0.04,No,15,Non Default,29613,0,5.42,4. 75k-100k,4. 35-39,4. 3-5yrs,1. 0-10%
40,13273,RENT,3,DEBT CONSOLIDATION,B,3850,9.99,1,0.29,No,12,Default,29614,0,9.99,1. Under 30,5. 40-45,4. 3-5yrs,3. 20-30%
37,78000,RENT,0,VENTURE,A,3900,,0,0.05,No,16,Non Default,29615,1,7.49,4. 75k-100k,4. 35-39,2. Under 1 yrs,1. 0-10%
37,12360,RENT,3,EDUCATION,B,4000,9.99,1,0.32,No,13,Default,29616,0,9.99,1. Under 30,4. 35-39,4. 3-5yrs,4. 30-40%
38,17600,RENT,0,PERSONAL,E,4000,16,1,0.23,No,11,Default,29617,0,16,1. Under 30,4. 35-39,2. Under 1 yrs,3. 20-30%
45,19200,RENT,1,VENTURE,B,4000,10,1,0.21,No,15,Default,29618,0,10,1. Under 30,6. 45+,3. 1-2 yrs,3. 20-30%
50,19200,RENT,2,EDUCATION,F,4000,,1,0.21,No,12,Default,29619,1,18.535,1. Under 30,6. 45+,3. 1-2 yrs,3. 20-30%
37,20800,RENT,3,VENTURE,F,4000,19.41,0,0.19,No,16,Non Default,29620,0,19.41,1. Under 30,4. 35-39,4. 3-5yrs,2. 10-20%
41,21600,RENT,2,MEDICAL,A,4000,7.51,0,0.19,No,14,Non Default,29621,0,7.51,1. Under 30,5. 40-45,3. 1-2 yrs,2. 10-20%
37,22000,RENT,2,MEDICAL,B,4000,10,0,0.18,No,17,Non Default,29622,0,10,1. Under 30,4. 35-39,3. 1-2 yrs,2. 10-20%
38,22000,RENT,2,VENTURE,C,4000,12.68,0,0.18,Yes,12,Non Default,29623,0,12.68,1. Under 30,4. 35-39,3. 1-2 yrs,2. 10-20%
41,24000,RENT,2,DEBT CONSOLIDATION,D,4000,16.07,1,0.17,No,14,Default,29624,0,16.07,1. Under 30,5. 40-45,3. 1-2 yrs,2. 10-20%
36,38208,MORTGAGE,2,VENTURE,D,1500,,0,0.04,Yes,15,Non Default,29625,1,15.31,2. 30k-50k,4. 35-39,3. 1-2 yrs,1. 0-10%
45,38268,MORTGAGE,14,PERSONAL,B,8400,12.18,0,0.22,No,11,Non Default,29626,0,12.18,2. 30k-50k,6. 45+,6. 10+,3. 20-30%
42,26280,RENT,2,DEBT CONSOLIDATION,B,4000,9.99,0,0.15,No,17,Non Default,29627,0,9.99,1. Under 30,5. 40-45,3. 1-2 yrs,2. 10-20%
37,38400,MORTGAGE,4,VENTURE,A,7000,7.9,0,0.18,No,13,Non Default,29628,0,7.9,2. 30k-50k,4. 35-39,4. 3-5yrs,2. 10-20%
36,27600,RENT,1,MEDICAL,B,4000,11.86,0,0.14,No,12,Non Default,29629,0,11.86,1. Under 30,4. 35-39,3. 1-2 yrs,2. 10-20%
44,38400,MORTGAGE,4,PERSONAL,A,6825,8.9,0,0.18,No,12,Non Default,29630,0,8.9,2. 30k-50k,5. 40-45,4. 3-5yrs,2. 10-20%
40,28800,RENT,2,MEDICAL,B,4000,10.74,0,0.14,No,15,Non Default,29631,0,10.74,1. Under 30,5. 40-45,3. 1-2 yrs,2. 10-20%
37,29536,RENT,2,MEDICAL,B,4000,11.89,0,0.14,No,17,Non Default,29632,0,11.89,1. Under 30,4. 35-39,3. 1-2 yrs,2. 10-20%
37,38400,MORTGAGE,1,DEBT CONSOLIDATION,A,2400,6.99,0,0.06,No,17,Non Default,29633,0,6.99,2. 30k-50k,4. 35-39,3. 1-2 yrs,1. 0-10%
36,30000,RENT,7,EDUCATION,B,4000,10.74,0,0.13,No,12,Non Default,29634,0,10.74,2. 30k-50k,4. 35-39,5. 6-9 yrs,2. 10-20%
36,38400,OWN,5,PERSONAL,A,10000,6.17,0,0.26,No,13,Non Default,29635,0,6.17,2. 30k-50k,4. 35-39,4. 3-5yrs,3. 20-30%
45,31200,RENT,11,PERSONAL,D,4000,14.96,0,0.13,Yes,17,Non Default,29636,0,14.96,2. 30k-50k,6. 45+,6. 10+,2. 10-20%
44,38400,MORTGAGE,9,HOME IMPROVEMENT,A,2500,,0,0.07,No,17,Non Default,29637,1,7.49,2. 30k-50k,5. 40-45,5. 6-9 yrs,1. 0-10%
44,32004,RENT,4,EDUCATION,C,4000,14.35,0,0.12,No,13,Non Default,29638,0,14.35,2. 30k-50k,5. 40-45,4. 3-5yrs,2. 10-20%
39,38500,MORTGAGE,7,MEDICAL,C,3500,13.98,0,0.09,Yes,17,Non Default,29639,0,13.98,2. 30k-50k,4. 35-39,5. 6-9 yrs,1. 0-10%
36,34000,RENT,20,VENTURE,D,4000,14.59,1,0.12,No,11,Default,29640,0,14.59,2. 30k-50k,4. 35-39,6. 10+,2. 10-20%
45,34800,RENT,6,MEDICAL,C,4000,13.49,0,0.11,No,15,Non Default,29641,0,13.49,2. 30k-50k,6. 45+,5. 6-9 yrs,2. 10-20%
36,38795,MORTGAGE,,HOME IMPROVEMENT,B,2000,,0,0.05,No,13,Non Default,29642,1,10.99,2. 30k-50k,4. 35-39,1. Unknown,1. 0-10%
36,30000,RENT,0,VENTURE,E,4000,17.99,1,0.13,No,15,Default,29643,0,17.99,2. 30k-50k,4. 35-39,2. Under 1 yrs,2. 10-20%
44,36000,RENT,6,VENTURE,D,4000,15.2,0,0.11,No,12,Non Default,29644,0,15.2,2. 30k-50k,5. 40-45,5. 6-9 yrs,2. 10-20%
43,39000,MORTGAGE,12,VENTURE,B,8000,9.99,0,0.21,No,16,Non Default,29645,0,9.99,2. 30k-50k,5. 40-45,6. 10+,3. 20-30%
36,39000,MORTGAGE,8,VENTURE,A,7000,5.79,0,0.18,No,17,Non Default,29646,0,5.79,2. 30k-50k,4. 35-39,5. 6-9 yrs,2. 10-20%
